sex,province,education,religion_importance,aboriginal,hh_size,age,vote
(2) Female,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,58,Conservatives
(1) Male,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,2,62,Liberal
(2) Female,(6) Ontario,(11) Professional degree or doctorate,Not very important,No,2,70,Conservatives
(1) Male,(6) Ontario,(8) Some university,Somewhat important,Yes,3,65,Conservatives
(2) Female,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,3,43,Conservatives
(2) Female,(6) Ontario,"(6) Some technical, community college, CEGEP, College Classi",Somewhat important,No,1,76,Conservatives
(1) Male,(6) Ontario,(8) Some university,Not important at all,No,1,47,Liberal
(2) Female,(6) Ontario,(11) Professional degree or doctorate,Somewhat important,No,2,53,Greens
(2) Female,(6) Ontario,(10) Master's degree,Somewhat important,No,5,50,Greens
(2) Female,(6) Ontario,(5) Completed secondary / high school,Very important,No,1,83,Conservatives
(2) Female,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,2,66,Liberal
(2) Female,(6) Ontario,(5) Completed secondary / high school,Very important,No,2,69,Liberal
(1) Male,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,2,70,Greens
(2) Female,(6) Ontario,(11) Professional degree or doctorate,Very important,No,1,63,NDP
(2) Female,(6) Ontario,(9) Bachelor's degree,Very important,No,2,64,Liberal
(1) Male,(6) Ontario,(11) Professional degree or doctorate,Very important,No,2,93,Conservatives
(1) Male,(6) Ontario,(10) Master's degree,Somewhat important,No,3,69,Liberal
(2) Female,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,2,60,Liberal
(2) Female,(6) Ontario,(10) Master's degree,Somewhat important,No,2,81,Liberal
(2) Female,(6) Ontario,(9) Bachelor's degree,Very important,No,2,71,Conservatives
(1) Male,(6) Ontario,"(6) Some technical, community college, CEGEP, College Classi",Not very important,No,3,66,Liberal
(1) Male,(6) Ontario,(5) Completed secondary / high school,Very important,No,2,64,Greens
(1) Male,(6) Ontario,(8) Some university,Not important at all,No,1,78,Conservatives
(2) Female,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,4,45,Liberal
(2) Female,(6) Ontario,(9) Bachelor's degree,Very important,No,2,75,Conservatives
(2) Female,(6) Ontario,(8) Some university,Not important at all,No,2,64,Liberal
(1) Male,(6) Ontario,(5) Completed secondary / high school,Somewhat important,No,2,60,Liberal
(1) Male,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,6,45,Liberal
(2) Female,(6) Ontario,(10) Master's degree,Not important at all,No,2,63,Liberal
(1) Male,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,1,79,Liberal
(1) Male,(6) Ontario,(5) Completed secondary / high school,Somewhat important,No,2,64,Conservatives
(2) Female,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Very important,No,3,65,Conservatives
(2) Female,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,1,25,NDP
(1) Male,(6) Ontario,(10) Master's degree,Somewhat important,No,2,54,Conservatives
(2) Female,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,1,18,People's Party
(1) Male,(6) Ontario,(10) Master's degree,Very important,No,3,74,Conservatives
(1) Male,(6) Ontario,(4) Some secondary / high school,Very important,No,3,56,Liberal
(1) Male,(6) Ontario,(11) Professional degree or doctorate,Somewhat important,No,2,65,Conservatives
(1) Male,(6) Ontario,(8) Some university,Very important,No,1,85,Conservatives
(2) Female,(6) Ontario,(9) Bachelor's degree,Very important,No,5,49,Conservatives
(2) Female,(6) Ontario,(9) Bachelor's degree,Very important,No,3,64,Liberal
(2) Female,(6) Ontario,(10) Master's degree,Very important,No,2,70,NDP
(1) Male,(6) Ontario,"(6) Some technical, community college, CEGEP, College Classi",Somewhat important,No,2,70,Conservatives
(1) Male,(6) Ontario,(8) Some university,Very important,No,2,51,Liberal
(1) Male,(6) Ontario,(8) Some university,Somewhat important,No,5,21,NDP
(2) Female,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,1,60,Liberal
(1) Male,(6) Ontario,(10) Master's degree,Very important,No,2,61,Liberal
(2) Female,(6) Ontario,(9) Bachelor's degree,Very important,No,2,63,People's Party
(2) Female,(6) Ontario,(10) Master's degree,Somewhat important,No,2,73,Greens
(2) Female,(6) Ontario,(5) Completed secondary / high school,Somewhat important,No,1,87,Liberal
(2) Female,(6) Ontario,(5) Completed secondary / high school,Somewhat important,Yes,6,53,Conservatives
(1) Male,(6) Ontario,(8) Some university,Not important at all,No,2,58,Conservatives
(2) Female,(2) Prince Edward Island,(5) Completed secondary / high school,Not very important,No,4,58,Conservatives
(1) Male,(2) Prince Edward Island,(9) Bachelor's degree,Very important,No,2,59,Conservatives
(1) Male,(2) Prince Edward Island,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,58,Conservatives
(2) Female,(2) Prince Edward Island,(10) Master's degree,Not important at all,No,4,60,Greens
(2) Female,(2) Prince Edward Island,(5) Completed secondary / high school,Somewhat important,No,3,44,Liberal
(2) Female,(2) Prince Edward Island,(9) Bachelor's degree,Very important,No,2,81,Conservatives
(1) Male,(2) Prince Edward Island,(9) Bachelor's degree,Not very important,No,3,50,Liberal
(2) Female,(2) Prince Edward Island,"(7) Completed technical, community college, CEGEP, College C",Very important,No,2,81,Liberal
(1) Male,(2) Prince Edward Island,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,51,Conservatives
(2) Female,(2) Prince Edward Island,(5) Completed secondary / high school,Very important,No,2,77,Liberal
(1) Male,(5) Quebec,"(6) Some technical, community college, CEGEP, College Classi",Not very important,No,2,56,Conservatives
(1) Male,(5) Quebec,(10) Master's degree,Not very important,No,3,53,Bloc Quebecois
(1) Male,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,3,49,Conservatives
(1) Male,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,3,54,Conservatives
(2) Female,(5) Quebec,(2) Some elementary school,Very important,No,2,68,Conservatives
(1) Male,(5) Quebec,"(6) Some technical, community college, CEGEP, College Classi",Somewhat important,No,2,45,NDP
(1) Male,(5) Quebec,(4) Some secondary / high school,Not very important,No,2,58,Conservatives
(2) Female,(5) Quebec,(5) Completed secondary / high school,Somewhat important,No,1,55,Bloc Quebecois
(2) Female,(5) Quebec,(9) Bachelor's degree,Not important at all,No,1,34,Liberal
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,1,59,NDP
(1) Male,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Not important at all,No,2,68,Conservatives
(2) Female,(5) Quebec,(4) Some secondary / high school,Somewhat important,Yes,2,60,Conservatives
(1) Male,(5) Quebec,(5) Completed secondary / high school,Somewhat important,No,2,72,Bloc Quebecois
(1) Male,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,75,Bloc Quebecois
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,60,Bloc Quebecois
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Very important,No,1,73,NDP
(2) Female,(5) Quebec,(9) Bachelor's degree,Not very important,No,4,40,Conservatives
(2) Female,(5) Quebec,(9) Bachelor's degree,Somewhat important,No,1,88,Bloc Quebecois
(1) Male,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Not important at all,No,2,61,Bloc Quebecois
(2) Female,(5) Quebec,(5) Completed secondary / high school,Not very important,No,2,59,Liberal
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,3,47,Bloc Quebecois
(1) Male,(5) Quebec,(9) Bachelor's degree,Not very important,No,4,43,Bloc Quebecois
(1) Male,(5) Quebec,(9) Bachelor's degree,Somewhat important,No,1,77,Liberal
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Not important at all,No,2,62,Liberal
(1) Male,(5) Quebec,(9) Bachelor's degree,Not important at all,No,2,73,Bloc Quebecois
(1) Male,(5) Quebec,(5) Completed secondary / high school,Not important at all,No,2,65,Liberal
(2) Female,(5) Quebec,(5) Completed secondary / high school,Somewhat important,No,1,83,Liberal
(1) Male,(5) Quebec,(9) Bachelor's degree,Not very important,No,2,61,Liberal
(2) Female,(5) Quebec,(9) Bachelor's degree,Very important,No,3,47,Liberal
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,1,62,Bloc Quebecois
(2) Female,(5) Quebec,(8) Some university,Not important at all,No,2,47,Liberal
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Very important,No,1,69,Bloc Quebecois
(1) Male,(5) Quebec,(10) Master's degree,Not very important,No,2,67,Liberal
(2) Female,(5) Quebec,(9) Bachelor's degree,Somewhat important,No,4,48,Liberal
(1) Male,(5) Quebec,(9) Bachelor's degree,Somewhat important,No,4,53,Liberal
(2) Female,(5) Quebec,(9) Bachelor's degree,Somewhat important,No,2,58,Bloc Quebecois
(2) Female,(5) Quebec,(5) Completed secondary / high school,Very important,No,3,54,Liberal
(2) Female,(5) Quebec,"(6) Some technical, community college, CEGEP, College Classi",Somewhat important,No,1,70,Liberal
(2) Female,(5) Quebec,(9) Bachelor's degree,Not important at all,No,2,67,Liberal
(2) Female,(5) Quebec,(9) Bachelor's degree,Somewhat important,No,1,79,Liberal
(1) Male,(5) Quebec,(11) Professional degree or doctorate,Somewhat important,No,6,54,Liberal
(2) Female,(5) Quebec,(5) Completed secondary / high school,Somewhat important,No,2,70,Liberal
(2) Female,(5) Quebec,(9) Bachelor's degree,Very important,No,5,47,Liberal
(2) Female,(5) Quebec,(9) Bachelor's degree,Not important at all,No,2,67,Bloc Quebecois
(2) Female,(5) Quebec,(9) Bachelor's degree,Somewhat important,No,2,61,Liberal
(1) Male,(5) Quebec,(9) Bachelor's degree,Not very important,No,4,22,Liberal
(1) Male,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,1,52,Liberal
(1) Male,(5) Quebec,(9) Bachelor's degree,Not very important,No,1,77,Bloc Quebecois
(2) Female,(5) Quebec,(4) Some secondary / high school,Somewhat important,No,2,44,Liberal
(2) Female,(5) Quebec,(9) Bachelor's degree,Very important,No,5,39,Bloc Quebecois
(2) Female,(5) Quebec,(10) Master's degree,Somewhat important,No,2,74,Liberal
(2) Female,(5) Quebec,(10) Master's degree,Somewhat important,No,2,56,Bloc Quebecois
(1) Male,(5) Quebec,(3) Completed elementary school,Somewhat important,No,2,57,Liberal
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,1,44,Bloc Quebecois
(2) Female,(5) Quebec,(5) Completed secondary / high school,Not important at all,No,3,32,Liberal
(2) Female,(5) Quebec,(5) Completed secondary / high school,Somewhat important,No,2,75,Conservatives
(1) Male,(5) Quebec,(5) Completed secondary / high school,Not important at all,No,2,54,Liberal
(1) Male,(5) Quebec,(5) Completed secondary / high school,Somewhat important,No,1,72,Bloc Quebecois
(1) Male,(5) Quebec,(5) Completed secondary / high school,Somewhat important,No,3,64,Conservatives
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,1,74,Liberal
(1) Male,(5) Quebec,(9) Bachelor's degree,Somewhat important,No,2,67,Liberal
(1) Male,(5) Quebec,(10) Master's degree,Somewhat important,No,4,27,Liberal
(1) Male,(5) Quebec,(9) Bachelor's degree,Not important at all,No,4,56,Conservatives
(1) Male,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,1,45,Conservatives
(2) Female,(5) Quebec,"(6) Some technical, community college, CEGEP, College Classi",Somewhat important,No,1,74,Liberal
(2) Female,(5) Quebec,"(6) Some technical, community college, CEGEP, College Classi",Not very important,No,3,42,Bloc Quebecois
(1) Male,(5) Quebec,(9) Bachelor's degree,Not important at all,No,4,47,Conservatives
(2) Female,(5) Quebec,(9) Bachelor's degree,Not very important,No,2,44,Greens
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,1,80,Conservatives
(2) Female,(8) Saskatchewan,(9) Bachelor's degree,Very important,No,5,37,Conservatives
(2) Female,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Very important,No,1,63,People's Party
(1) Male,(8) Saskatchewan,(4) Some secondary / high school,Not very important,No,2,54,Conservatives
(1) Male,(8) Saskatchewan,(5) Completed secondary / high school,Somewhat important,No,2,76,Conservatives
(2) Female,(8) Saskatchewan,(8) Some university,Somewhat important,No,1,72,Conservatives
(1) Male,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,74,Conservatives
(1) Male,(8) Saskatchewan,(10) Master's degree,Somewhat important,No,4,46,Greens
(2) Female,(8) Saskatchewan,(8) Some university,Somewhat important,No,1,83,Liberal
(2) Female,(8) Saskatchewan,(9) Bachelor's degree,Very important,Yes,2,56,Liberal
(1) Male,(8) Saskatchewan,(8) Some university,Not very important,No,3,74,Conservatives
(1) Male,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Very important,No,2,64,Conservatives
(1) Male,(8) Saskatchewan,(4) Some secondary / high school,Very important,No,1,66,Conservatives
(2) Female,(8) Saskatchewan,(5) Completed secondary / high school,Not very important,No,2,60,Conservatives
(2) Female,(8) Saskatchewan,(9) Bachelor's degree,Very important,No,1,73,Conservatives
(2) Female,(8) Saskatchewan,(5) Completed secondary / high school,Somewhat important,No,1,63,Conservatives
(1) Male,(9) Alberta,(10) Master's degree,Very important,No,3,72,Conservatives
(1) Male,(9) Alberta,(9) Bachelor's degree,Not very important,No,2,71,Conservatives
(2) Female,(9) Alberta,(4) Some secondary / high school,Very important,No,5,22,Liberal
(1) Male,(9) Alberta,(5) Completed secondary / high school,Somewhat important,No,2,59,Liberal
(2) Female,(9) Alberta,(8) Some university,Somewhat important,No,3,24,Conservatives
(2) Female,(9) Alberta,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,4,36,Conservatives
(1) Male,(9) Alberta,(9) Bachelor's degree,Very important,No,5,56,Conservatives
(2) Female,(9) Alberta,"(7) Completed technical, community college, CEGEP, College C",Very important,No,5,25,NDP
(1) Male,(9) Alberta,"(7) Completed technical, community college, CEGEP, College C",Very important,No,4,40,Conservatives
(2) Female,(9) Alberta,(8) Some university,Somewhat important,No,5,33,Conservatives
(2) Female,(9) Alberta,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,4,36,Conservatives
(1) Male,(9) Alberta,(4) Some secondary / high school,Not very important,No,2,59,Conservatives
(1) Male,(6) Ontario,(4) Some secondary / high school,Not very important,No,5,46,Liberal
(1) Male,(9) Alberta,"(6) Some technical, community college, CEGEP, College Classi",Not very important,No,2,68,Conservatives
(2) Female,(9) Alberta,(5) Completed secondary / high school,Very important,No,4,19,Liberal
(1) Male,(9) Alberta,(10) Master's degree,Not very important,No,3,35,Liberal
(1) Male,(9) Alberta,(9) Bachelor's degree,Not important at all,Yes,2,36,NDP
(2) Female,(9) Alberta,"(6) Some technical, community college, CEGEP, College Classi",Somewhat important,No,2,70,People's Party
(2) Female,(9) Alberta,(10) Master's degree,Very important,No,3,26,Conservatives
(1) Male,(6) Ontario,(5) Completed secondary / high school,Not very important,No,1,52,Conservatives
(1) Male,(9) Alberta,"(7) Completed technical, community college, CEGEP, College C",Very important,No,2,29,NDP
(1) Male,(8) Saskatchewan,(5) Completed secondary / high school,Very important,No,2,48,Conservatives
(1) Male,(9) Alberta,"(7) Completed technical, community college, CEGEP, College C",Very important,No,8,33,NDP
(1) Male,(9) Alberta,(8) Some university,Somewhat important,No,2,66,Conservatives
(1) Male,(9) Alberta,(9) Bachelor's degree,Very important,No,5,44,Liberal
(2) Female,(9) Alberta,(5) Completed secondary / high school,Somewhat important,Yes,1,25,NDP
(2) Female,(9) Alberta,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,4,52,Conservatives
(2) Female,(9) Alberta,(5) Completed secondary / high school,Somewhat important,No,2,40,Liberal
(2) Female,(9) Alberta,(11) Professional degree or doctorate,Very important,No,1,43,Liberal
(1) Male,(9) Alberta,(9) Bachelor's degree,Very important,No,2,70,People's Party
(2) Female,(9) Alberta,(11) Professional degree or doctorate,Somewhat important,No,6,36,NDP
(1) Male,(9) Alberta,(8) Some university,Not important at all,No,2,33,Greens
(2) Female,(9) Alberta,(10) Master's degree,Very important,No,4,52,Conservatives
(1) Male,(9) Alberta,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,5,48,Conservatives
(1) Male,(9) Alberta,(9) Bachelor's degree,Not very important,No,3,24,NDP
(1) Male,(9) Alberta,"(7) Completed technical, community college, CEGEP, College C",Very important,No,2,58,Conservatives
(1) Male,(9) Alberta,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,2,54,Conservatives
(1) Male,(9) Alberta,(8) Some university,Somewhat important,No,3,71,Conservatives
(2) Female,(9) Alberta,(4) Some secondary / high school,Somewhat important,No,1,59,Conservatives
(1) Male,(6) Ontario,(4) Some secondary / high school,Somewhat important,No,4,61,Conservatives
(1) Male,(7) Manitoba,(9) Bachelor's degree,Not very important,No,3,60,Conservatives
(1) Male,(6) Ontario,(9) Bachelor's degree,Not important at all,No,1,43,Conservatives
(1) Male,(7) Manitoba,(4) Some secondary / high school,Very important,No,2,64,Conservatives
(2) Female,(7) Manitoba,"(7) Completed technical, community college, CEGEP, College C",Very important,No,4,37,Liberal
(1) Male,(7) Manitoba,(9) Bachelor's degree,Very important,Yes,4,42,Liberal
(2) Female,(7) Manitoba,(9) Bachelor's degree,Somewhat important,No,1,30,NDP
(2) Female,(7) Manitoba,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,61,Conservatives
(1) Male,(7) Manitoba,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,4,21,Greens
(1) Male,(7) Manitoba,(8) Some university,Very important,No,4,22,Greens
(1) Male,(7) Manitoba,(9) Bachelor's degree,Somewhat important,No,2,66,Conservatives
(1) Male,(7) Manitoba,(9) Bachelor's degree,Somewhat important,No,4,28,Greens
(2) Female,(7) Manitoba,(9) Bachelor's degree,Not very important,No,4,42,NDP
(1) Male,(7) Manitoba,(5) Completed secondary / high school,Not important at all,No,3,62,Liberal
(2) Female,(7) Manitoba,(9) Bachelor's degree,Somewhat important,No,4,37,NDP
(2) Female,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,56,NDP
(1) Male,(7) Manitoba,(5) Completed secondary / high school,Somewhat important,No,5,22,Conservatives
(2) Female,(7) Manitoba,"(7) Completed technical, community college, CEGEP, College C",Very important,No,2,79,Conservatives
(1) Male,(7) Manitoba,(9) Bachelor's degree,Not very important,No,1,32,NDP
(1) Male,(7) Manitoba,(5) Completed secondary / high school,Somewhat important,No,2,47,Conservatives
(1) Male,(7) Manitoba,(9) Bachelor's degree,Somewhat important,No,2,63,Greens
(1) Male,(7) Manitoba,(9) Bachelor's degree,Not very important,No,1,35,Conservatives
(1) Male,(7) Manitoba,"(7) Completed technical, community college, CEGEP, College C",Very important,No,3,36,Greens
(2) Female,(7) Manitoba,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,4,56,NDP
(1) Male,(7) Manitoba,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,6,36,Liberal
(2) Female,(7) Manitoba,(9) Bachelor's degree,Somewhat important,No,2,64,Conservatives
(2) Female,(7) Manitoba,(9) Bachelor's degree,Somewhat important,No,2,43,Conservatives
(1) Male,(7) Manitoba,(9) Bachelor's degree,Very important,No,5,35,Liberal
(1) Male,(7) Manitoba,(4) Some secondary / high school,Not very important,No,1,83,Liberal
(2) Female,(7) Manitoba,(11) Professional degree or doctorate,Somewhat important,No,1,33,Liberal
(2) Female,(7) Manitoba,(9) Bachelor's degree,Somewhat important,No,3,57,Conservatives
(2) Female,(7) Manitoba,(5) Completed secondary / high school,Very important,No,2,64,Conservatives
(1) Male,(7) Manitoba,(9) Bachelor's degree,Very important,No,7,46,Liberal
(2) Female,(7) Manitoba,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,5,47,Conservatives
(1) Male,(7) Manitoba,(9) Bachelor's degree,Somewhat important,No,2,65,Conservatives
(1) Male,(7) Manitoba,"(7) Completed technical, community college, CEGEP, College C",Very important,No,4,23,Conservatives
(1) Male,(8) Saskatchewan,(9) Bachelor's degree,Somewhat important,No,2,30,Conservatives
(2) Female,(7) Manitoba,(9) Bachelor's degree,Somewhat important,No,3,34,Liberal
(2) Female,(7) Manitoba,(9) Bachelor's degree,Very important,No,3,57,Liberal
(2) Female,(7) Manitoba,"(7) Completed technical, community college, CEGEP, College C",Very important,No,2,57,Conservatives
(1) Male,(7) Manitoba,(5) Completed secondary / high school,Very important,No,5,20,Conservatives
(1) Male,(7) Manitoba,(9) Bachelor's degree,Very important,No,4,38,Liberal
(1) Male,(7) Manitoba,(9) Bachelor's degree,Somewhat important,No,2,60,Conservatives
(2) Female,(7) Manitoba,(10) Master's degree,Very important,No,4,59,Conservatives
(1) Male,(7) Manitoba,(9) Bachelor's degree,Very important,No,4,30,Greens
(2) Female,(7) Manitoba,(9) Bachelor's degree,Not important at all,No,2,56,Liberal
(1) Male,(7) Manitoba,(8) Some university,Very important,No,2,67,Greens
(1) Male,(7) Manitoba,(10) Master's degree,Very important,No,2,81,Liberal
(2) Female,(7) Manitoba,(9) Bachelor's degree,Somewhat important,No,2,76,Conservatives
(1) Male,(7) Manitoba,(9) Bachelor's degree,Somewhat important,No,6,47,Conservatives
(1) Male,(7) Manitoba,(5) Completed secondary / high school,Somewhat important,No,4,20,NDP
(2) Female,(7) Manitoba,(10) Master's degree,Very important,No,2,74,Liberal
(1) Male,(7) Manitoba,(5) Completed secondary / high school,Very important,No,2,78,Conservatives
(2) Female,(4) New Brunswick,(9) Bachelor's degree,Not very important,No,1,46,Greens
(1) Male,(4) New Brunswick,(9) Bachelor's degree,Very important,No,5,42,Greens
(2) Female,(4) New Brunswick,(9) Bachelor's degree,Somewhat important,No,2,62,Liberal
(1) Male,(4) New Brunswick,(5) Completed secondary / high school,Very important,No,2,55,Conservatives
(1) Male,(4) New Brunswick,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,71,Greens
(2) Female,(4) New Brunswick,(9) Bachelor's degree,Not very important,No,2,47,Liberal
(1) Male,(4) New Brunswick,(11) Professional degree or doctorate,Not important at all,No,5,41,Conservatives
(1) Male,(2) Prince Edward Island,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,58,Conservatives
(1) Male,(4) New Brunswick,(5) Completed secondary / high school,Somewhat important,Yes,1,85,Conservatives
(1) Male,(4) New Brunswick,(8) Some university,Somewhat important,No,6,43,NDP
(1) Male,(4) New Brunswick,(9) Bachelor's degree,Not very important,No,1,71,Greens
(1) Male,(4) New Brunswick,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,4,30,Conservatives
(2) Female,(4) New Brunswick,(10) Master's degree,Not important at all,No,2,51,Conservatives
(2) Female,(4) New Brunswick,"(7) Completed technical, community college, CEGEP, College C",Not important at all,No,2,56,Liberal
(2) Female,(4) New Brunswick,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,2,49,NDP
(2) Female,(4) New Brunswick,(8) Some university,Somewhat important,No,5,19,Conservatives
(1) Male,(4) New Brunswick,(9) Bachelor's degree,Somewhat important,No,4,46,Conservatives
(2) Female,(4) New Brunswick,(9) Bachelor's degree,Very important,No,1,71,Conservatives
(2) Female,(4) New Brunswick,(8) Some university,Somewhat important,No,5,25,Greens
(2) Female,(4) New Brunswick,(4) Some secondary / high school,Very important,No,1,77,Conservatives
(2) Female,(4) New Brunswick,(9) Bachelor's degree,Very important,No,1,34,Conservatives
(1) Male,(4) New Brunswick,(11) Professional degree or doctorate,Very important,No,6,64,Liberal
(1) Male,(4) New Brunswick,(8) Some university,Not very important,No,2,50,Conservatives
(1) Male,(4) New Brunswick,(4) Some secondary / high school,Very important,No,3,26,Conservatives
(2) Female,(4) New Brunswick,(10) Master's degree,Very important,No,1,45,Conservatives
(1) Male,(4) New Brunswick,(11) Professional degree or doctorate,Somewhat important,No,2,62,Liberal
(1) Male,(4) New Brunswick,(9) Bachelor's degree,Very important,No,3,27,Conservatives
(2) Female,(4) New Brunswick,(5) Completed secondary / high school,Very important,No,2,65,Greens
(1) Male,(4) New Brunswick,"(7) Completed technical, community college, CEGEP, College C",Very important,No,2,61,Liberal
(1) Male,(4) New Brunswick,(5) Completed secondary / high school,Very important,No,2,78,Greens
(1) Male,(10) British Columbia,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,1,73,Conservatives
(1) Male,(4) New Brunswick,(2) Some elementary school,Very important,No,1,47,Greens
(1) Male,(4) New Brunswick,(8) Some university,Somewhat important,No,2,72,Conservatives
(1) Male,(4) New Brunswick,(10) Master's degree,Not very important,No,2,73,Liberal
(1) Male,(10) British Columbia,(9) Bachelor's degree,Somewhat important,No,5,24,Liberal
(2) Female,(10) British Columbia,(9) Bachelor's degree,Very important,No,3,35,Conservatives
(1) Male,(10) British Columbia,(8) Some university,Very important,No,4,24,Liberal
(2) Female,(10) British Columbia,(4) Some secondary / high school,Not very important,Yes,8,30,Greens
(2) Female,(10) British Columbia,(9) Bachelor's degree,Not important at all,No,5,54,Conservatives
(1) Male,(10) British Columbia,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,4,35,Conservatives
(1) Male,(10) British Columbia,(4) Some secondary / high school,Somewhat important,No,3,58,Greens
(1) Male,(10) British Columbia,(8) Some university,Not important at all,No,1,69,Liberal
(1) Male,(10) British Columbia,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,4,22,NDP
(1) Male,(10) British Columbia,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,4,65,Conservatives
(2) Female,(10) British Columbia,(10) Master's degree,Not very important,No,4,52,Greens
(1) Male,(10) British Columbia,(9) Bachelor's degree,Not very important,No,2,70,Greens
(2) Female,(10) British Columbia,(8) Some university,Very important,No,4,21,Conservatives
(2) Female,(9) Alberta,(5) Completed secondary / high school,Somewhat important,No,2,59,Conservatives
(1) Male,(10) British Columbia,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,4,33,Conservatives
(2) Female,(10) British Columbia,(10) Master's degree,Somewhat important,No,4,49,Greens
(2) Female,(10) British Columbia,(9) Bachelor's degree,Not very important,No,2,60,Liberal
(1) Male,(10) British Columbia,(8) Some university,Very important,No,2,55,Conservatives
(2) Female,(10) British Columbia,(10) Master's degree,Very important,No,2,52,Liberal
(2) Female,(10) British Columbia,(10) Master's degree,Somewhat important,No,4,50,Liberal
(1) Male,(10) British Columbia,(10) Master's degree,Somewhat important,No,3,55,Conservatives
(1) Male,(10) British Columbia,(9) Bachelor's degree,Somewhat important,No,5,47,NDP
(2) Female,(10) British Columbia,(9) Bachelor's degree,Somewhat important,No,3,27,Conservatives
(1) Male,(10) British Columbia,(11) Professional degree or doctorate,Very important,No,3,60,NDP
(1) Male,(10) British Columbia,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,1,63,Conservatives
(2) Female,(10) British Columbia,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,3,57,NDP
(2) Female,(10) British Columbia,(9) Bachelor's degree,Very important,No,1,74,Liberal
(2) Female,(10) British Columbia,(11) Professional degree or doctorate,Not very important,No,2,77,Liberal
(2) Female,(10) British Columbia,(10) Master's degree,Very important,No,2,29,NDP
(2) Female,(10) British Columbia,(10) Master's degree,Very important,No,3,50,Conservatives
(1) Male,(10) British Columbia,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,2,46,People's Party
