sex,province,education,religion_importance,aboriginal,hh_size,age
Female,Ontario,Below Bachelor,Somewhat important,No,4,37.8
Male,British Columbia,Below Bachelor,Somewhat important,No,2,65.9
Female,Alberta,Below Bachelor,Very important,No,3,56.8
Male,Alberta,Below Bachelor,Not very important,No,2,69.5
Male,Nova Scotia,Below Bachelor,Not very important,No,2,66.2
Male,British Columbia,Below Bachelor,Not very important,No,2,40.5
Female,Prince Edward Island,Below Bachelor,Very important,No,1,80
Male,British Columbia,Below Bachelor,Not at all important,No,1,70.1
Female,Quebec,Below Bachelor,Somewhat important,No,1,80
Female,Ontario,Below Bachelor,Somewhat important,No,1,42.8
Female,Ontario,Below Bachelor,Very important,No,3,51.7
Male,Ontario,Below Bachelor,Not at all important,No,1,49.3
Male,Manitoba,Below Bachelor,Not at all important,No,4,19.8
Female,Quebec,Below Bachelor,Not at all important,No,2,28.8
Male,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,2,50.1
Male,Saskatchewan,Below Bachelor,Very important,No,2,60.9
Male,Ontario,Below Bachelor,Somewhat important,No,2,65.6
Female,Ontario,Below Bachelor,Very important,No,1,76.8
Female,Ontario,Below Bachelor,Somewhat important,No,2,64.4
Male,British Columbia,Below Bachelor,Not at all important,Yes,4,17.9
Female,Ontario,Below Bachelor,Very important,No,1,60.5
Female,British Columbia,Below Bachelor,Very important,No,4,46.9
Male,Prince Edward Island,Below Bachelor,Very important,No,2,34.9
Male,Ontario,Below Bachelor,Somewhat important,No,3,25.4
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,2,68.8
Female,Saskatchewan,Below Bachelor,Not at all important,Yes,3,28.9
Female,British Columbia,Below Bachelor,Not very important,No,4,28.1
Male,Quebec,Below Bachelor,Somewhat important,No,1,54.7
Female,British Columbia,Below Bachelor,Not very important,No,3,34.1
Male,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,2,70.7
Male,Quebec,Below Bachelor,Very important,No,2,65.1
Female,Quebec,Below Bachelor,Somewhat important,No,2,67.1
Male,Ontario,Below Bachelor,Not very important,No,4,54.7
Female,Ontario,Below Bachelor,Very important,No,2,30.1
Female,Quebec,Below Bachelor,Not very important,No,2,71
Female,Quebec,Below Bachelor,Not very important,No,1,56.3
Male,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,2,62.2
Male,Ontario,Below Bachelor,Somewhat important,No,1,57
Female,Ontario,Below Bachelor,Not at all important,No,1,64.8
Male,Quebec,Below Bachelor,Not very important,No,3,40.5
Female,Ontario,Below Bachelor,Very important,No,2,20.5
Female,Saskatchewan,Below Bachelor,Very important,Yes,3,24.9
Female,Ontario,Below Bachelor,Not very important,No,4,30.2
Female,Nova Scotia,Below Bachelor,Very important,No,2,65
Male,British Columbia,Below Bachelor,Somewhat important,No,4,52.3
Male,Quebec,Below Bachelor,Not at all important,No,2,55
Female,Ontario,Below Bachelor,Not at all important,No,2,69.8
Female,Ontario,Below Bachelor,Not at all important,No,2,25.7
Male,New Brunswick,Below Bachelor,Somewhat important,No,1,67.7
Male,Ontario,Below Bachelor,Very important,No,3,69.5
Male,Nova Scotia,Below Bachelor,Somewhat important,No,3,22.7
Male,Alberta,Below Bachelor,Very important,No,2,54.7
Male,Nova Scotia,Below Bachelor,Somewhat important,No,2,59.5
Male,New Brunswick,Below Bachelor,Somewhat important,No,2,68.3
Male,British Columbia,Below Bachelor,Not very important,No,2,58.4
Female,Ontario,Below Bachelor,Somewhat important,No,4,51.6
Male,British Columbia,Below Bachelor,Not very important,No,2,64.2
Male,New Brunswick,Below Bachelor,Not very important,No,4,18.8
Female,Alberta,Below Bachelor,Very important,No,4,19.3
Female,Nova Scotia,Below Bachelor,Not at all important,No,1,54.5
Male,Ontario,Below Bachelor,Not at all important,No,2,52.1
Female,Quebec,Below Bachelor,Very important,No,2,80
Female,Nova Scotia,Below Bachelor,Very important,Yes,2,32.8
Female,Manitoba,Below Bachelor,Somewhat important,No,1,76.8
Female,Ontario,Below Bachelor,Somewhat important,No,1,70.5
Female,Quebec,Below Bachelor,Not at all important,No,3,28.3
Female,British Columbia,Below Bachelor,Not at all important,No,2,69.7
Female,Alberta,Below Bachelor,Very important,No,1,66.3
Female,Saskatchewan,Below Bachelor,Very important,No,2,57.9
Female,Ontario,Below Bachelor,Very important,No,3,59.3
Female,Nova Scotia,Below Bachelor,Not very important,No,1,58.7
Female,Quebec,Below Bachelor,Very important,No,1,56.2
Female,Ontario,Below Bachelor,Somewhat important,No,4,35.6
Female,Alberta,Below Bachelor,Not at all important,No,1,62.9
Female,Nova Scotia,Below Bachelor,Very important,No,2,74.3
Male,Alberta,Below Bachelor,Very important,No,2,40.6
Female,Quebec,Below Bachelor,Very important,No,1,62.1
Female,Saskatchewan,Below Bachelor,Very important,No,2,62.7
Female,Quebec,Below Bachelor,Somewhat important,No,1,80
Male,Ontario,Below Bachelor,Not at all important,No,1,53.3
Male,Quebec,Below Bachelor,Somewhat important,No,1,28.3
Male,Quebec,Below Bachelor,Very important,No,1,80
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,Yes,3,30.8
Female,Quebec,Below Bachelor,Very important,No,2,57.9
Female,Alberta,Below Bachelor,Very important,No,1,74
Female,New Brunswick,Below Bachelor,Not at all important,Yes,1,21.8
Female,Quebec,Below Bachelor,Very important,No,2,70
Female,British Columbia,Below Bachelor,Not very important,No,2,50.4
Male,Manitoba,Below Bachelor,Not very important,No,4,52.8
Female,Nova Scotia,Below Bachelor,Very important,No,2,69.3
Female,Nova Scotia,Below Bachelor,Somewhat important,No,1,26.8
Female,Nova Scotia,Below Bachelor,Somewhat important,Yes,2,50.9
Male,Prince Edward Island,Below Bachelor,Not very important,No,1,37.8
Male,Ontario,Below Bachelor,Very important,No,2,66.9
Female,Quebec,Below Bachelor,Somewhat important,No,1,31.8
Male,British Columbia,Below Bachelor,Not at all important,No,2,59.3
Male,Ontario,Below Bachelor,Somewhat important,No,1,55.7
Male,New Brunswick,Below Bachelor,Not at all important,No,1,63.2
Female,Ontario,Below Bachelor,Not at all important,No,4,42.3
Male,New Brunswick,Below Bachelor,Somewhat important,No,5,45.1
Female,Nova Scotia,Below Bachelor,Not at all important,No,2,28
Male,Nova Scotia,Below Bachelor,Not very important,No,2,39.5
Female,Saskatchewan,Below Bachelor,Somewhat important,No,1,80
Male,New Brunswick,Below Bachelor,Very important,No,1,50.6
Male,Nova Scotia,Below Bachelor,Very important,No,2,59.8
Female,New Brunswick,Below Bachelor,Very important,Yes,2,45.2
Male,Alberta,Below Bachelor,Very important,No,2,55.3
Male,Ontario,Below Bachelor,Not at all important,No,2,53.8
Male,Alberta,Below Bachelor,Somewhat important,No,2,36.6
Male,Alberta,Below Bachelor,Not at all important,No,3,17.9
Female,Ontario,Below Bachelor,Somewhat important,No,1,66.7
Female,Ontario,Below Bachelor,Not very important,No,3,24.5
Female,Ontario,Below Bachelor,Somewhat important,No,2,75.8
Male,Ontario,Below Bachelor,Not very important,No,3,21.6
Male,Nova Scotia,Below Bachelor,Very important,No,1,62.8
Female,Quebec,Below Bachelor,Somewhat important,No,2,71.2
Female,Ontario,Below Bachelor,Very important,No,2,80
Male,New Brunswick,Below Bachelor,Somewhat important,No,2,66.3
Female,Quebec,Below Bachelor,Not very important,No,1,31.2
Female,Nova Scotia,Below Bachelor,Somewhat important,No,5,17.3
Female,British Columbia,Below Bachelor,Somewhat important,No,4,51.8
Female,Ontario,Below Bachelor,Not very important,No,3,59.8
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,4,24.2
Female,Nova Scotia,Below Bachelor,Very important,No,2,66.9
Female,Nova Scotia,Below Bachelor,Very important,No,2,68.8
Male,Quebec,Below Bachelor,Not very important,No,1,72
Male,Newfoundland and Labrador,Below Bachelor,Not at all important,No,2,28.9
Male,Quebec,Below Bachelor,Somewhat important,No,2,66.5
Female,British Columbia,Below Bachelor,Not very important,No,4,26.1
Female,Nova Scotia,Below Bachelor,Somewhat important,No,4,40.8
Female,Saskatchewan,Below Bachelor,Very important,No,6,35.9
Male,British Columbia,Below Bachelor,Not at all important,No,4,22.5
Male,Manitoba,Below Bachelor,Very important,No,5,40.8
Female,Quebec,Below Bachelor,Not very important,Yes,3,16
Female,Quebec,Below Bachelor,Somewhat important,No,1,68
Female,Quebec,Below Bachelor,Somewhat important,No,3,70.5
Female,Ontario,Below Bachelor,Somewhat important,No,1,80
Male,Alberta,Below Bachelor,Somewhat important,No,1,40.8
Female,New Brunswick,Below Bachelor,Very important,No,1,57.8
Female,Quebec,Below Bachelor,Not at all important,No,3,17.4
Female,British Columbia,Below Bachelor,Very important,No,2,60.3
Female,Quebec,Below Bachelor,Not very important,No,3,25.7
Male,Ontario,Below Bachelor,Not very important,No,3,31.3
Female,Quebec,Below Bachelor,Somewhat important,No,3,57.6
Male,Quebec,Below Bachelor,Not very important,No,2,26.3
Female,Quebec,Below Bachelor,Don't know,Yes,1,78.9
Female,Ontario,Below Bachelor,Somewhat important,Yes,2,29.8
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,2,62.9
Male,Ontario,Below Bachelor,Not at all important,No,1,58.3
Female,Saskatchewan,Below Bachelor,Somewhat important,No,2,62.4
Female,Prince Edward Island,Below Bachelor,Very important,No,4,37
Male,Nova Scotia,Below Bachelor,Not very important,No,2,63.7
Male,Ontario,Below Bachelor,Not very important,No,1,72.8
Male,British Columbia,Below Bachelor,Not very important,No,1,80
Male,Ontario,Below Bachelor,Not at all important,No,2,67.2
Female,Nova Scotia,Below Bachelor,Very important,No,1,69.2
Female,British Columbia,Below Bachelor,Very important,No,4,64.1
Male,Ontario,Below Bachelor,Somewhat important,No,4,53.9
Female,Manitoba,Below Bachelor,Very important,No,2,71.3
Female,Ontario,Below Bachelor,Very important,No,4,47.8
Female,Quebec,Below Bachelor,Very important,No,2,56.3
Female,Quebec,Below Bachelor,Somewhat important,No,1,58.9
Female,Ontario,Below Bachelor,Somewhat important,No,2,64
Male,Newfoundland and Labrador,Below Bachelor,Don't know,No,2,58.8
Male,British Columbia,Below Bachelor,Very important,No,2,53.2
Female,Quebec,Below Bachelor,Somewhat important,No,1,70.4
Female,Ontario,Below Bachelor,Somewhat important,No,3,29.8
Male,Ontario,Below Bachelor,Somewhat important,No,1,70
Female,Quebec,Below Bachelor,Not very important,No,3,51.7
Male,Nova Scotia,Below Bachelor,Somewhat important,No,2,80
Female,Manitoba,Below Bachelor,Not at all important,No,1,28.8
Female,British Columbia,Below Bachelor,Very important,No,1,72
Female,Nova Scotia,Below Bachelor,Somewhat important,No,2,62.8
Female,Saskatchewan,Below Bachelor,Somewhat important,No,2,80
Male,Ontario,Below Bachelor,Very important,No,5,21.2
Male,Saskatchewan,Below Bachelor,Not very important,No,2,59.4
Male,Ontario,Below Bachelor,Not at all important,No,4,39.1
Male,Nova Scotia,Below Bachelor,Not very important,No,1,29.8
Female,New Brunswick,Below Bachelor,Very important,No,2,80
Female,British Columbia,Below Bachelor,Somewhat important,No,2,50.8
Male,Alberta,Below Bachelor,Somewhat important,No,1,80
Male,British Columbia,Below Bachelor,Very important,No,2,59.7
Female,Alberta,Below Bachelor,Not very important,No,2,40.8
Female,Nova Scotia,Below Bachelor,Somewhat important,No,1,69
Female,Alberta,Below Bachelor,Somewhat important,No,2,74.9
Female,Quebec,Below Bachelor,Not very important,No,2,59.1
Male,Ontario,Below Bachelor,Not at all important,No,1,64.2
Female,British Columbia,Below Bachelor,Very important,No,3,35.9
Male,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,4,42.5
Female,Alberta,Below Bachelor,Very important,No,1,59.8
Female,Ontario,Below Bachelor,Not very important,No,4,23.4
Male,Ontario,Below Bachelor,Not at all important,No,3,25.9
Male,Quebec,Below Bachelor,Somewhat important,No,4,62.7
Male,Ontario,Below Bachelor,Not at all important,No,1,52.6
Male,Ontario,Below Bachelor,Not very important,No,5,20.8
Female,Alberta,Below Bachelor,Not at all important,No,2,29.5
Female,Manitoba,Below Bachelor,Very important,No,2,58.9
Male,Prince Edward Island,Below Bachelor,Somewhat important,No,5,53.7
Male,Quebec,Below Bachelor,Not very important,No,2,64.2
Female,Quebec,Below Bachelor,Somewhat important,No,1,60.3
Female,Ontario,Below Bachelor,Somewhat important,No,2,60.8
Male,Prince Edward Island,Below Bachelor,Very important,No,1,68.4
Male,British Columbia,Below Bachelor,Somewhat important,No,4,64.3
Female,Newfoundland and Labrador,Below Bachelor,Very important,No,2,74.6
Male,Ontario,Below Bachelor,Not at all important,No,4,44
Female,Manitoba,Below Bachelor,Not at all important,No,1,61.2
Male,Prince Edward Island,Below Bachelor,Not very important,No,3,57.6
Male,Quebec,Below Bachelor,Not very important,No,2,23.8
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,Yes,3,46.8
Male,Quebec,Below Bachelor,Somewhat important,No,2,61.2
Female,Nova Scotia,Below Bachelor,Very important,No,2,69.4
Male,British Columbia,Below Bachelor,Very important,No,1,80
Male,New Brunswick,Below Bachelor,Not very important,No,4,56.7
Male,Manitoba,Below Bachelor,Very important,No,2,80
Male,British Columbia,Below Bachelor,Not at all important,No,1,57.6
Female,Prince Edward Island,Below Bachelor,Not at all important,No,3,39.5
Male,Nova Scotia,Below Bachelor,Very important,No,3,62.4
Female,Quebec,Below Bachelor,Somewhat important,No,1,66.7
Female,Quebec,Below Bachelor,Not very important,No,2,24.3
Female,Quebec,Below Bachelor,Not very important,Yes,4,16
Male,Quebec,Below Bachelor,Somewhat important,No,2,76.3
Male,Ontario,Below Bachelor,Very important,No,1,78
Male,Saskatchewan,Below Bachelor,Somewhat important,No,1,62.4
Male,Alberta,Below Bachelor,Somewhat important,No,5,16.8
Male,British Columbia,Below Bachelor,Very important,No,2,70.2
Male,Alberta,Below Bachelor,Somewhat important,No,4,35.9
Female,Quebec,Below Bachelor,Not at all important,No,1,67.1
Female,Ontario,Below Bachelor,Not very important,No,2,54.3
Female,Alberta,Below Bachelor,Not at all important,No,1,34.3
Female,Nova Scotia,Below Bachelor,Not at all important,No,2,58.3
Male,Quebec,Below Bachelor,Very important,No,1,57.3
Male,Ontario,Below Bachelor,Not very important,No,2,59.3
Female,Quebec,Below Bachelor,Not very important,No,1,66.1
Female,British Columbia,Below Bachelor,Very important,Yes,3,69.5
Male,British Columbia,Below Bachelor,Very important,No,2,70.5
Male,Ontario,Below Bachelor,Somewhat important,No,3,44.6
Male,Ontario,Below Bachelor,Very important,No,1,39.2
Female,Quebec,Below Bachelor,Somewhat important,No,4,37.8
Female,Ontario,Below Bachelor,Not very important,No,2,32.2
Female,Quebec,Below Bachelor,Somewhat important,No,2,61.1
Female,Ontario,Below Bachelor,Very important,No,1,66.8
Male,Quebec,Below Bachelor,Not very important,No,2,66.8
Female,Nova Scotia,Below Bachelor,Very important,No,2,77.1
Female,Manitoba,Below Bachelor,Not very important,Yes,6,15.5
Female,Ontario,Below Bachelor,Somewhat important,No,1,64.7
Female,Quebec,Below Bachelor,Somewhat important,No,1,73.3
Female,Ontario,Below Bachelor,Somewhat important,No,3,45.3
Male,Saskatchewan,Below Bachelor,Not at all important,No,1,30.4
Female,Quebec,Below Bachelor,Somewhat important,No,2,67.3
Female,British Columbia,Below Bachelor,Not very important,No,4,41.8
Female,Alberta,Below Bachelor,Very important,No,2,61.1
Male,Nova Scotia,Below Bachelor,Very important,No,4,36
Male,Ontario,Below Bachelor,Somewhat important,No,5,53.1
Male,Alberta,Below Bachelor,Not at all important,No,3,20.3
Female,New Brunswick,Below Bachelor,Very important,No,3,53.3
Female,Prince Edward Island,Below Bachelor,Somewhat important,No,2,52.9
Male,Quebec,Below Bachelor,Not at all important,No,3,35.3
Male,Alberta,Below Bachelor,Somewhat important,No,4,62.9
Female,New Brunswick,Below Bachelor,Very important,No,1,55.6
Female,Manitoba,Below Bachelor,Not at all important,No,2,26.8
Male,New Brunswick,Below Bachelor,Somewhat important,No,3,31
Male,Quebec,Below Bachelor,Not at all important,No,2,56.3
Male,Nova Scotia,Below Bachelor,Don't know,No,1,60.2
Female,British Columbia,Below Bachelor,Not very important,No,2,60.3
Male,Quebec,Below Bachelor,Not at all important,No,1,64.8
Female,Saskatchewan,Below Bachelor,Somewhat important,No,2,61.8
Male,British Columbia,Below Bachelor,Not very important,No,1,62.7
Female,Quebec,Below Bachelor,Not at all important,No,3,39.9
Male,Saskatchewan,Below Bachelor,Not at all important,No,3,28.6
Female,Manitoba,Below Bachelor,Somewhat important,No,1,80
Male,Manitoba,Below Bachelor,Very important,No,2,70.4
Female,Ontario,Below Bachelor,Somewhat important,No,3,17.5
Male,Ontario,Below Bachelor,Somewhat important,No,5,38.2
Female,Newfoundland and Labrador,Below Bachelor,Very important,No,1,64.7
Female,Manitoba,Below Bachelor,Very important,Yes,1,71.2
Female,Ontario,Below Bachelor,Not at all important,No,4,19.6
Female,Nova Scotia,Below Bachelor,Very important,No,2,61.3
Male,Newfoundland and Labrador,Below Bachelor,Very important,No,2,61.6
Female,Quebec,Below Bachelor,Somewhat important,No,2,58.2
Female,Quebec,Below Bachelor,Somewhat important,No,1,80
Female,Alberta,Below Bachelor,Not at all important,No,2,53.5
Male,Saskatchewan,Below Bachelor,Not very important,No,5,38.9
Male,Ontario,Below Bachelor,Very important,No,2,72.4
Female,Ontario,Below Bachelor,Very important,No,1,67.1
Female,Manitoba,Below Bachelor,Somewhat important,No,2,62.3
Female,Ontario,Below Bachelor,Not very important,No,1,71.6
Female,Ontario,Below Bachelor,Not at all important,No,2,51.8
Male,Saskatchewan,Below Bachelor,Not at all important,No,3,30
Female,Ontario,Below Bachelor,Somewhat important,No,1,51.2
Male,Quebec,Below Bachelor,Very important,No,6,34.3
Male,Manitoba,Below Bachelor,Very important,No,4,47.3
Female,Ontario,Below Bachelor,Very important,No,3,52.9
Female,Ontario,Below Bachelor,Not at all important,No,3,33.8
Female,Ontario,Below Bachelor,Somewhat important,No,1,26.9
Female,Prince Edward Island,Below Bachelor,Very important,No,1,61.9
Male,Manitoba,Below Bachelor,Not at all important,No,2,21.3
Female,British Columbia,Below Bachelor,Not very important,No,4,47.4
Male,Quebec,Below Bachelor,Somewhat important,No,1,55.5
Female,Quebec,Below Bachelor,Not at all important,No,1,69.8
Female,Manitoba,Below Bachelor,Somewhat important,No,2,69.7
Male,Saskatchewan,Below Bachelor,Not very important,No,2,61.8
Male,Quebec,Below Bachelor,Somewhat important,No,1,62.5
Male,Quebec,Below Bachelor,Not very important,No,2,53.3
Female,Manitoba,Below Bachelor,Very important,No,1,62
Female,Nova Scotia,Below Bachelor,Very important,No,4,42.7
Female,Ontario,Below Bachelor,Somewhat important,No,1,55.3
Male,Ontario,Below Bachelor,Somewhat important,No,4,25.8
Female,Ontario,Below Bachelor,Not at all important,No,4,25.8
Female,Ontario,Below Bachelor,Somewhat important,No,1,57.8
Female,Ontario,Below Bachelor,Not at all important,No,5,45.3
Female,Alberta,Below Bachelor,Somewhat important,No,4,48.5
Female,Quebec,Below Bachelor,Somewhat important,No,1,69.8
Female,Ontario,Below Bachelor,Not at all important,No,2,59.1
Male,Ontario,Below Bachelor,Not very important,No,3,39.3
Male,British Columbia,Below Bachelor,Not at all important,No,1,59.1
Female,British Columbia,Below Bachelor,Very important,No,1,66.1
Female,Nova Scotia,Below Bachelor,Somewhat important,No,3,43.7
Male,Quebec,Below Bachelor,Somewhat important,No,2,74.4
Male,Quebec,Below Bachelor,Very important,No,1,73.2
Male,Ontario,Below Bachelor,Somewhat important,No,2,74.8
Female,British Columbia,Below Bachelor,Very important,No,3,33.3
Female,Quebec,Below Bachelor,Not at all important,No,5,38.1
Female,British Columbia,Below Bachelor,Very important,No,2,49.3
Female,Newfoundland and Labrador,Below Bachelor,Not very important,No,2,59
Male,Alberta,Below Bachelor,Very important,No,1,65.5
Male,British Columbia,Below Bachelor,Not very important,No,3,74.3
Female,Quebec,Below Bachelor,Very important,No,4,46.1
Male,Quebec,Below Bachelor,Not at all important,No,2,75.3
Female,Saskatchewan,Below Bachelor,Somewhat important,No,1,77.8
Female,British Columbia,Below Bachelor,Very important,No,2,63.9
Male,Alberta,Below Bachelor,Very important,No,2,72.8
Male,Quebec,Below Bachelor,Not at all important,No,2,74.2
Male,British Columbia,Below Bachelor,Very important,No,4,33.5
Male,New Brunswick,Below Bachelor,Not very important,No,2,66.2
Female,New Brunswick,Below Bachelor,Very important,No,1,54.9
Male,Ontario,Below Bachelor,Not very important,No,5,38.3
Male,Ontario,Below Bachelor,Somewhat important,No,1,42.2
Male,Ontario,Below Bachelor,Somewhat important,No,1,63.7
Male,British Columbia,Below Bachelor,Very important,No,2,31.3
Female,Ontario,Below Bachelor,Not very important,No,4,21.1
Female,Quebec,Below Bachelor,Not at all important,No,4,31.8
Female,British Columbia,Below Bachelor,Very important,No,2,59.1
Female,Ontario,Below Bachelor,Very important,No,1,27.4
Female,Nova Scotia,Below Bachelor,Very important,No,2,64.6
Male,Saskatchewan,Below Bachelor,Very important,No,2,76.8
Female,Ontario,Below Bachelor,Not at all important,No,4,46
Female,Quebec,Below Bachelor,Not at all important,No,3,54.1
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,2,70.7
Male,Ontario,Below Bachelor,Somewhat important,No,1,58.2
Female,Newfoundland and Labrador,Below Bachelor,Not very important,No,2,27.5
Female,Quebec,Below Bachelor,Not very important,No,3,19.9
Female,Nova Scotia,Below Bachelor,Not at all important,No,2,22.7
Male,Nova Scotia,Below Bachelor,Somewhat important,No,2,58
Male,British Columbia,Below Bachelor,Somewhat important,No,2,26.8
Female,Quebec,Below Bachelor,Very important,No,1,71.4
Male,Saskatchewan,Below Bachelor,Somewhat important,No,2,53.3
Male,Nova Scotia,Below Bachelor,Not at all important,No,2,61.9
Female,Manitoba,Below Bachelor,Not at all important,No,1,79.2
Male,Saskatchewan,Below Bachelor,Not at all important,No,1,26.3
Male,Prince Edward Island,Below Bachelor,Somewhat important,No,2,66.6
Female,Prince Edward Island,Below Bachelor,Not at all important,No,2,27.8
Male,Quebec,Below Bachelor,Not very important,No,1,80
Female,Ontario,Below Bachelor,Not at all important,No,1,73.6
Female,Quebec,Below Bachelor,Very important,No,1,61
Female,British Columbia,Below Bachelor,Somewhat important,No,5,38.3
Female,Newfoundland and Labrador,Below Bachelor,Very important,No,2,58.3
Female,Alberta,Below Bachelor,Not at all important,No,2,50.8
Female,Ontario,Below Bachelor,Somewhat important,No,2,66.8
Female,Quebec,Below Bachelor,Not at all important,No,5,39.8
Male,Alberta,Below Bachelor,Not at all important,No,3,25.6
Female,Saskatchewan,Below Bachelor,Somewhat important,No,5,42.3
Male,Prince Edward Island,Below Bachelor,Very important,No,2,73.6
Female,Nova Scotia,Below Bachelor,Somewhat important,No,4,56.4
Male,Nova Scotia,Below Bachelor,Somewhat important,No,2,45.8
Male,Prince Edward Island,Below Bachelor,Not at all important,No,3,48.8
Male,Alberta,Below Bachelor,Very important,No,2,59.8
Female,Manitoba,Below Bachelor,Not very important,Yes,2,56
Female,Quebec,Below Bachelor,Not very important,No,1,68.6
Male,Ontario,Below Bachelor,Very important,No,2,69.9
Female,Ontario,Below Bachelor,Somewhat important,No,2,52.9
Male,Ontario,Below Bachelor,Not at all important,No,2,61.5
Male,Quebec,Below Bachelor,Not very important,No,2,48.3
Female,Quebec,Below Bachelor,Not at all important,No,4,40.1
Female,Nova Scotia,Below Bachelor,Not very important,No,2,68.7
Male,Quebec,Below Bachelor,Very important,No,3,68.7
Female,Quebec,Below Bachelor,Not very important,No,2,26.2
Female,Quebec,Below Bachelor,Somewhat important,No,4,30.2
Female,British Columbia,Below Bachelor,Not very important,No,3,27.8
Female,Quebec,Below Bachelor,Not at all important,No,1,34.1
Male,Ontario,Below Bachelor,Not at all important,No,4,55.8
Male,Quebec,Below Bachelor,Somewhat important,No,3,47.1
Male,Manitoba,Below Bachelor,Not very important,No,1,45.8
Female,Manitoba,Below Bachelor,Not very important,No,3,16.9
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,1,69.3
Male,Quebec,Below Bachelor,Somewhat important,No,3,16.2
Male,Alberta,Below Bachelor,Not at all important,Yes,1,69.1
Male,Saskatchewan,Below Bachelor,Very important,Yes,1,80
Male,Ontario,Below Bachelor,Somewhat important,No,1,55.5
Female,British Columbia,Below Bachelor,Very important,No,2,56.5
Female,Prince Edward Island,Below Bachelor,Somewhat important,No,4,34.3
Female,Nova Scotia,Below Bachelor,Somewhat important,No,4,32
Female,Prince Edward Island,Below Bachelor,Somewhat important,No,1,79.7
Female,British Columbia,Below Bachelor,Very important,Yes,2,23.3
Male,New Brunswick,Below Bachelor,Not at all important,No,1,71
Female,Quebec,Below Bachelor,Very important,No,1,60.1
Female,Ontario,Below Bachelor,Very important,No,2,80
Male,Saskatchewan,Below Bachelor,Very important,No,2,66.1
Male,Alberta,Below Bachelor,Not very important,No,2,31.3
Male,Newfoundland and Labrador,Below Bachelor,Very important,No,2,55.8
Female,Ontario,Below Bachelor,Somewhat important,No,1,68.5
Female,Ontario,Below Bachelor,Don't know,No,1,34.3
Female,Ontario,Below Bachelor,Not very important,No,1,30.8
Female,Saskatchewan,Below Bachelor,Not at all important,No,1,57.3
Female,Quebec,Below Bachelor,Not very important,No,2,23.5
Male,Alberta,Below Bachelor,Very important,No,2,73.5
Female,Ontario,Below Bachelor,Not at all important,No,2,55.1
Male,Nova Scotia,Below Bachelor,Very important,No,1,67.8
Female,Ontario,Below Bachelor,Somewhat important,No,2,79.6
Female,New Brunswick,Below Bachelor,Not at all important,No,3,45.9
Female,Prince Edward Island,Below Bachelor,Very important,No,1,65.6
Female,Ontario,Below Bachelor,Somewhat important,No,3,29.7
Male,Quebec,Below Bachelor,Not at all important,No,2,70.6
Female,British Columbia,Below Bachelor,Not at all important,No,2,69
Female,New Brunswick,Below Bachelor,Very important,No,4,44.2
Male,Ontario,Below Bachelor,Somewhat important,No,1,51.8
Female,Quebec,Below Bachelor,Somewhat important,No,1,66.1
Female,Quebec,Below Bachelor,Somewhat important,No,2,70
Female,British Columbia,Below Bachelor,Not very important,No,1,49.8
Male,Quebec,Below Bachelor,Somewhat important,No,1,56.5
Male,Ontario,Below Bachelor,Somewhat important,No,2,53.8
Male,Newfoundland and Labrador,Below Bachelor,Not very important,No,2,64
Male,Saskatchewan,Below Bachelor,Not very important,No,3,33.3
Female,Quebec,Below Bachelor,Somewhat important,No,2,62.9
Female,Ontario,Below Bachelor,Not at all important,No,1,59.9
Female,British Columbia,Below Bachelor,Very important,No,2,80
Male,Prince Edward Island,Below Bachelor,Not at all important,No,3,55.9
Female,Ontario,Below Bachelor,Somewhat important,No,2,61
Female,Manitoba,Below Bachelor,Very important,No,2,54.9
Male,Quebec,Below Bachelor,Not at all important,No,4,46.8
Male,Ontario,Below Bachelor,Somewhat important,No,1,80
Female,Prince Edward Island,Below Bachelor,Very important,No,1,56.8
Female,Ontario,Below Bachelor,Very important,Yes,1,70.1
Female,Ontario,Below Bachelor,Not very important,No,3,45
Female,New Brunswick,Below Bachelor,Somewhat important,No,3,34.1
Male,New Brunswick,Below Bachelor,Very important,No,2,73.4
Male,Nova Scotia,Below Bachelor,Very important,No,2,43.8
Female,Alberta,Below Bachelor,Not at all important,No,4,17.5
Male,Manitoba,Below Bachelor,Not at all important,No,1,43.8
Female,Ontario,Below Bachelor,Not at all important,No,1,18.5
Male,Prince Edward Island,Below Bachelor,Not at all important,No,2,63.8
Female,Nova Scotia,Below Bachelor,Not very important,No,5,39.1
Female,Quebec,Below Bachelor,Not very important,No,4,31.5
Male,Ontario,Below Bachelor,Very important,No,4,56.8
Male,Alberta,Below Bachelor,Very important,No,2,54.4
Male,Quebec,Below Bachelor,Very important,No,2,65.4
Female,Nova Scotia,Below Bachelor,Not very important,No,1,43.4
